,USA,FEMA_1,FEMA_2,FEMA_3,FEMA_4,FEMA_5,FEMA_6,FEMA_7,FEMA_8,FEMA_9,FEMA_10,g23g33g25,g36,g51,g13,g17,g48,g29,g46,g06,g16
QED12LES_ALT,0.14006797763333273,0.42156576702325166,0.07757298280938191,0.32391420701668056,0.1360652074798186,0.20709827417160187,0.1086075575785116,0.39430171100455513,0.23078177741272007,0.460161179058245,0.33779258340478274,0.44783695745462976,0.19058617569597616,0.4876980312776262,0.272036728980232,0.0584101981269525,0.07944349442822685,-0.053476756838857296,-0.008216341728024826,0.5235311103906433,0.4222993972442267
QFEMLBR,0.5056241107661006,0.1017218285251128,0.5085360073035645,0.06993676045213142,0.1617941327970466,0.13970199457422566,0.4799947438765089,0.15852156709391774,0.7896826491861354,0.2814756795810131,0.4060464121197861,0.3031860428103949,0.4489634147526409,-0.19030668377366095,-0.3049783011341199,-0.19543435277504795,0.129702261270446,0.5401937060606419,0.3972252969406422,-0.4317643399828277,0.3646251050671373
QEXTRCT_ALT,0.1145983671802927,0.2331716590506123,-0.1486067719669811,-0.02016618003131898,0.05660601882510827,0.3186635255699709,-0.22811075323219815,-0.05024930489633789,-0.1666082675516321,-0.20543846968638035,0.05155565537949905,0.2238765646534604,0.033279540345768424,0.5137276544782907,0.5079323941878446,0.3876025010669818,0.004591095034363224,0.10819909999934126,0.15197983714632649,0.8928363610481453,0.09131543858711623
QSERV_ALT,0.6476119871113173,-0.11751164806333075,0.42779112000744346,0.6558362661352616,0.811188943978566,0.10708576352764648,0.6145438132819253,0.2062096523899865,0.20080879110140704,0.34915615606215067,0.4429444178234213,-0.09710109833106897,-0.019499880838770023,0.23093423110086206,0.0998533580562338,0.31730551033336335,0.38827299002685245,0.25630386250289205,0.24144073679722025,0.3169686891460566,0.16270794719968668
QSSBEN,0.4022527862697737,0.46470736437141946,0.13353913831840275,0.24175156041446288,0.24886137093329772,0.3080106544830039,0.33912632184685004,0.16834713817648764,0.6785403873288325,0.47202254872745925,0.2678114967766536,0.4998829918376035,0.3131504309947573,0.24199080119394822,0.23425979329675675,0.17706534753108688,0.26479463575761186,0.23799601090167444,0.3631364546091047,0.26186922137679636,0.16808117191613278
QNOAUTO_ALT,0.39932364640584667,0.08042666496369022,0.35273887502928597,0.09664189652245381,0.23762634955622908,0.5861180867945937,0.04382444436106328,0.33849167168516636,0.2433237322185418,0.5695722150746043,0.3188451804387768,0.0007718230708786133,0.21394226418042073,0.3100662368179138,0.31308689652913424,0.1375410952465704,0.44859351575944345,0.06881838714135383,0.015364377910742424,0.47266968728301306,0.2173934444673916
QFAM,0.293890087396953,-0.09147796687976589,0.2453645476828751,0.2872508643334686,0.19536816959368625,0.38237520607189435,-0.043125159563476165,0.5047674817463841,0.18089057427531985,0.2952883883087713,0.5043285683235308,0.0480774582146129,0.5428711497786983,0.09949743106396175,0.08397016141726107,0.07126822548104157,0.44524489969172776,0.48627787726794763,0.28037392647600495,0.051502819860045346,0.5493295939917
QRICH200K,0.2152948102177678,-0.19597016811841472,0.07471593305834211,0.11990602542560981,0.214542269768906,0.09744560808508698,0.26332602144861744,0.03446140868768549,0.30602543325924747,-0.15128536955390193,0.14983942008665974,-0.16093275957907488,0.21689951164037524,-0.04251741815308343,-0.3045588257369205,0.04418185327683191,0.15578135334949336,0.048569432783853936,0.5469086904791797,-0.14867650744164632,0.1719808803098205
MDGRENT_ALT,0.2264734580998377,0.26685462195346527,0.1312059163374209,0.03696935570798313,0.05896905209155109,0.24178849875974812,0.30127645914424095,0.30749834943344334,-0.11878144522529122,0.05913336079477896,0.06507455038001744,0.20058027500012307,0.2961884208763353,0.08240083012365798,0.2981098799328732,0.275598830736531,0.35197739176860265,0.17655811862669182,0.14653256890642707,0.06723880587401994,0.06195464373443063
MHSEVAL_ALT,0.14497285899024312,0.268619835574738,-0.06305698436440284,0.09329271730716943,0.050843318750726105,0.10607083458608996,0.17547666276295604,0.4349162074872087,-0.10062800515580125,-0.33964191977927494,0.07909338869478741,0.10638426636099549,0.11774114241560091,0.0889430404077499,0.036442957908505394,0.1530243110885951,0.3381032931204981,0.2735851763448249,0.09471318367503509,-0.15887243553089925,0.3151108600642569
POPDENS,0.15507387953496968,-0.07154103323396899,0.38310408415960456,0.10077507249446367,0.1597091111206716,0.26891783728411245,0.20331364211610914,0.09759521032561864,0.6516149064455122,0.34645932499472804,-0.25243543177949374,-0.19395699215342482,0.16692370833336043,0.30670535819163675,0.23136030932413681,0.12514079231564362,0.3206905912588952,0.08296534384702174,0.20873925133317783,0.41155523241692477,0.1753128718576572
